"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 10 18:58:36 UTC 2024","Mon Jun 10 18:59:32 UTC 2024","56410","","Profile - My Account","","","","User successfully redirected to live chat web view page when click live chat here link [MOBILE2-1137] | PROD_NGT",""
"passed","Mon Jun 10 18:51:13 UTC 2024","Mon Jun 10 18:51:30 UTC 2024","16672","","Login","","","","User successfully sign in using email and password (non-2FA) [MOBILE2-1380 MOBILE2-279] | PROD_NGT",""
"broken","Mon Jun 10 19:09:41 UTC 2024","Mon Jun 10 19:10:40 UTC 2024","58965","","Profile - Setup Withdrawal Account","","","","User should not be able to add same bank and account number [MOBILE2-1157] | PROD_NGT",""
"broken","Mon Jun 10 19:21:15 UTC 2024","Mon Jun 10 19:22:15 UTC 2024","59862","","Wallet - Crypto Wallet - Send Coin #2","","","","User can search by coin name at list of coins that have coin balance [MOBILE2-2220] | PROD_NGT",""
"passed","Mon Jun 10 19:38:54 UTC 2024","Mon Jun 10 19:39:15 UTC 2024","20485","","Wallet Home","","","","User unsuccessfully access wallet page before login and can not see asset summary section [MOBILE2-2533 MOBILE2-2831] | PROD_NGT",""
"broken","Mon Jun 10 19:02:04 UTC 2024","Mon Jun 10 19:03:02 UTC 2024","57446","","Profile - Phone Number","","","","User successfully add phone number using old phone number [MOBILE2-130] | PROD_NGT",""
"broken","Mon Jun 10 18:57:42 UTC 2024","Mon Jun 10 18:58:36 UTC 2024","53385","","Profile - My Account","","","","User can see detail information account (Verified Account) [MOBILE2-1054] | PROD_NGT",""
"passed","Mon Jun 10 19:13:37 UTC 2024","Mon Jun 10 19:13:56 UTC 2024","19135","","Sign Up","","","","User can not sign up if email invalid [MOBILE2-16] | PROD_NGT",""
"broken","Mon Jun 10 19:06:17 UTC 2024","Mon Jun 10 19:07:08 UTC 2024","50679","","Profile","","","","User successfully logout from application when click log out button [MOBILE2-1127 MOBILE2-1281] | PROD_NGT",""
"passed","Mon Jun 10 19:13:25 UTC 2024","Mon Jun 10 19:13:37 UTC 2024","11775","","Sign Up","","","","User can click sign up [MOBILE2-1379] | PROD_NGT",""
"broken","Mon Jun 10 19:19:18 UTC 2024","Mon Jun 10 19:20:16 UTC 2024","57766","","Wallet - Crypto Wallet - Send Coin #2","","","","User can see list of coins that have coin balance [MOBILE2-2219] | PROD_NGT",""
