"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 21:21:30 UTC 2024","Thu Jun 13 21:21:37 UTC 2024","6123","","Wallet Home","","","","User successfully redirected to transfer from page when click deposit idr [MOBILE2-1087] | PROD_ISS",""
"passed","Thu Jun 13 21:08:52 UTC 2024","Thu Jun 13 21:10:42 UTC 2024","110051","","Wallet Deposit IDR","","","","(VIP-BCA) User successfully submit deposit with Transfer Bank and see the status deposit via Bank Transfer is waiting for payment [MOBILE2-1705 MOBILE2-175] | PROD_ISS",""
"passed","Thu Jun 13 21:10:42 UTC 2024","Thu Jun 13 21:11:05 UTC 2024","22408","","Wallet Deposit IDR","","","","(VIP-BCA) User successfully submit deposit with Virtual Account [MOBILE2-1765] | PROD_ISS",""
"passed","Thu Jun 13 21:16:19 UTC 2024","Thu Jun 13 21:17:22 UTC 2024","63079","","Wallet - Staking","","","","User should be able to see total stake [MOBILE2-1474 MOBILE2-2417 MOBILE2-2418 MOBILE2-1484 MOBILE2-2419 MOBILE2-2420] | PROD_ISS",""
"passed","Thu Jun 13 21:21:43 UTC 2024","Thu Jun 13 21:21:54 UTC 2024","11221","","Wallet Home","","","","User successfully redirected to idr transaction history page when click history icon [MOBILE2-1585] | PROD_ISS",""
"passed","Thu Jun 13 21:11:05 UTC 2024","Thu Jun 13 21:12:23 UTC 2024","78092","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit Rp10.000 to 49,999mio with BSS VA [MOBILE2-1707] | PROD_ISS",""
"passed","Thu Jun 13 21:20:26 UTC 2024","Thu Jun 13 21:20:40 UTC 2024","13752","","Wallet Home","","","","User successfully redirected to total IDR balance when click balance [MOBILE2-1075 MOBILE2-1080 MOBILE2-1579 MOBILE2-2337] | PROD_ISS",""
"passed","Thu Jun 13 21:18:31 UTC 2024","Thu Jun 13 21:18:51 UTC 2024","20338","","Wallet - Staking","","","","User should be able to see the rewards distribution when have a staked coin and past the reward payout period [MOBILE2-1510] | PROD_ISS",""
"passed","Thu Jun 13 21:17:22 UTC 2024","Thu Jun 13 21:17:54 UTC 2024","31893","","Wallet - Staking","","","","User successfully redirected to coin stake form when click stake button on coin [MOBILE2-1481 MOBILE2-1486 MOBILE2-1495] | PROD_ISS",""
"passed","Thu Jun 13 21:14:10 UTC 2024","Thu Jun 13 21:14:34 UTC 2024","23896","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (DANA) [MOBILE2-228 MOBILE2-183] | PROD_ISS",""
"passed","Thu Jun 13 21:20:40 UTC 2024","Thu Jun 13 21:21:30 UTC 2024","50761","","Wallet Home","","","","User should be able to see open order balance [MOBILE2-1583] | PROD_ISS",""
"passed","Thu Jun 13 21:14:58 UTC 2024","Thu Jun 13 21:15:25 UTC 2024","26997","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (SHOPEEPAY) [MOBILE2-232] | PROD_ISS",""
"passed","Thu Jun 13 21:19:39 UTC 2024","Thu Jun 13 21:20:26 UTC 2024","46786","","Wallet Home","","","","User successfully redirected to transaction history page when click history icon [MOBILE2-649] | PROD_ISS",""
"broken","Thu Jun 13 21:06:57 UTC 2024","Thu Jun 13 21:07:35 UTC 2024","37838","","Market - Price Alert","","","","User successfully set price alert [MOBILE2-2633] | PROD_ISS",""
"passed","Thu Jun 13 21:13:24 UTC 2024","Thu Jun 13 21:13:46 UTC 2024","21869","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit ≥ 100mio with Virtual Account [MOBILE2-1767] | PROD_ISS",""
"passed","Thu Jun 13 21:14:34 UTC 2024","Thu Jun 13 21:14:58 UTC 2024","24096","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (LINKAJA) [MOBILE2-231] | PROD_ISS",""
"passed","Thu Jun 13 21:13:46 UTC 2024","Thu Jun 13 21:14:10 UTC 2024","23555","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (OVO) and see the status deposit via e-wallet is waiting for payment [MOBILE2-227] | PROD_ISS",""
"passed","Thu Jun 13 21:17:54 UTC 2024","Thu Jun 13 21:18:31 UTC 2024","36650","","Wallet - Staking","","","","User shoud be able see total stake at coin detail page [MOBILE2-1509 MOBILE2-1497 MOBILE2-1504 MOBILE2-1505] | PROD_ISS",""
"passed","Thu Jun 13 21:05:32 UTC 2024","Thu Jun 13 21:06:02 UTC 2024","29702","","Deeplink Reset Password","","","","User access deeplink reset password | PROD_ISS",""
"passed","Thu Jun 13 21:21:37 UTC 2024","Thu Jun 13 21:21:43 UTC 2024","6510","","Wallet Home","","","","User successfully redirected to withdraw page when click withdraw idr [MOBILE2-1088] | PROD_ISS",""
"passed","Thu Jun 13 21:12:23 UTC 2024","Thu Jun 13 21:13:24 UTC 2024","61702","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit ≥ 100mio with Transfer Bank [MOBILE2-1766] | PROD_ISS",""
