"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 10 19:08:24 UTC 2024","Fri May 10 19:08:47 UTC 2024","22990","","Wallet - IDR Wallet - Deposit","","","","User successfully deposit IDR by E-Wallet (LINKAJA) [MOBILE2-231] | PROD_NGT",""
"broken","Fri May 10 19:24:12 UTC 2024","Fri May 10 19:24:48 UTC 2024","36061","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Asset US Stock [MOBILE2-3032] | PROD_NGT",""
"broken","Fri May 10 19:21:06 UTC 2024","Fri May 10 19:21:34 UTC 2024","28422","","Wallet - Transaction History - General","","","","User can see total filter notification in the icon filter and reset filter transaction history tab Balance [MOBILE2-3023 MOBILE2-2767] | PROD_NGT",""
"broken","Fri May 10 18:37:29 UTC 2024","Fri May 10 18:38:36 UTC 2024","66185","","Profile","","","","User successfully redirected to set up withdrawal account page when click set up withdrawal account menu [MOBILE2-1049] | PROD_NGT",""
"broken","Fri May 10 18:17:57 UTC 2024","Fri May 10 18:18:38 UTC 2024","41135","","Login","","","","User successfully sign in using 2FA [MOBILE2-283] | PROD_NGT",""
"broken","Fri May 10 18:50:19 UTC 2024","Fri May 10 18:51:23 UTC 2024","63214","","Wallet - Crypto Wallet - Receive Coin","","","","User successfully receive coins from Internal [MOBILE2-1621] | PROD_NGT",""
"broken","Fri May 10 19:00:05 UTC 2024","Fri May 10 19:00:12 UTC 2024","6762","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant send coin internal without input destination tag / memo id [MOBILE2-2524] | PROD_NGT",""
"broken","Fri May 10 19:18:51 UTC 2024","Fri May 10 19:18:58 UTC 2024","6488","","Wallet - IDR Wallet - Withdraw","","","","User can add withdraw method E-Wallet on Withdraw Method page [MOBILE2-2103] | PROD_NGT",""
"broken","Fri May 10 18:26:50 UTC 2024","Fri May 10 18:27:56 UTC 2024","66780","","Profile - My Account","","","","User successfully redirected to live chat web view page when click live chat here link [MOBILE2-1137] | PROD_NGT",""
"broken","Fri May 10 19:31:02 UTC 2024","Fri May 10 19:31:30 UTC 2024","28657","","Wallet Home","","","","User successfully redirected to transaction history page when click history icon [MOBILE2-2538 MOBILE2-2646] | PROD_NGT",""
"broken","Fri May 10 19:19:04 UTC 2024","Fri May 10 19:19:11 UTC 2024","6413","","Wallet - IDR Wallet - Withdraw","","","","User unsuccessfully withdraw Bank transfer/Ewallet/Internal Transfer when input amount above the maximum withdraw [MOBILE2-2204] | PROD_NGT",""
