"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu May 16 21:10:40 UTC 2024","Thu May 16 21:10:58 UTC 2024","18087","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit ≥ 100mio with Transfer Bank [MOBILE2-1766] | PROD_ISS",""
"passed","Thu May 16 21:14:51 UTC 2024","Thu May 16 21:15:22 UTC 2024","30311","","Wallet - Staking","","","","User shoud be able see total stake at coin detail page [MOBILE2-1509 MOBILE2-1497 MOBILE2-1504 MOBILE2-1505] | PROD_ISS",""
"failed","Thu May 16 21:08:16 UTC 2024","Thu May 16 21:09:16 UTC 2024","60685","","Wallet Deposit IDR","","","","(VIP-BCA) User successfully submit deposit with Transfer Bank and see the status deposit via Bank Transfer is waiting for payment [MOBILE2-1705 MOBILE2-175] | PROD_ISS",""
"broken","Thu May 16 21:06:01 UTC 2024","Thu May 16 21:07:02 UTC 2024","61017","","Market - Price Alert","","","","User successfully set price alert [MOBILE2-2633] | PROD_ISS",""
"passed","Thu May 16 21:11:33 UTC 2024","Thu May 16 21:11:52 UTC 2024","19120","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (DANA) [MOBILE2-228 MOBILE2-183] | PROD_ISS",""
"passed","Thu May 16 21:17:21 UTC 2024","Thu May 16 21:17:29 UTC 2024","7948","","Wallet Home","","","","User successfully redirected to total IDR balance when click balance [MOBILE2-1075 MOBILE2-1080 MOBILE2-1579 MOBILE2-2337] | PROD_ISS",""
"passed","Thu May 16 21:15:22 UTC 2024","Thu May 16 21:15:42 UTC 2024","20369","","Wallet - Staking","","","","User should be able to see the rewards distribution when have a staked coin and past the reward payout period [MOBILE2-1510] | PROD_ISS",""
"passed","Thu May 16 21:17:29 UTC 2024","Thu May 16 21:18:17 UTC 2024","47354","","Wallet Home","","","","User should be able to see open order balance [MOBILE2-1583] | PROD_ISS",""
"passed","Thu May 16 21:11:52 UTC 2024","Thu May 16 21:12:10 UTC 2024","18255","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (LINKAJA) [MOBILE2-231] | PROD_ISS",""
"passed","Thu May 16 21:18:28 UTC 2024","Thu May 16 21:18:38 UTC 2024","9127","","Wallet Home","","","","User successfully redirected to idr transaction history page when click history icon [MOBILE2-1585] | PROD_ISS",""
"passed","Thu May 16 21:16:36 UTC 2024","Thu May 16 21:17:21 UTC 2024","45081","","Wallet Home","","","","User successfully redirected to transaction history page when click history icon [MOBILE2-649] | PROD_ISS",""
"passed","Thu May 16 21:18:17 UTC 2024","Thu May 16 21:18:22 UTC 2024","5436","","Wallet Home","","","","User successfully redirected to transfer from page when click deposit idr [MOBILE2-1087] | PROD_ISS",""
"passed","Thu May 16 21:09:33 UTC 2024","Thu May 16 21:10:40 UTC 2024","67333","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit Rp10.000 to 49,999mio with BSS VA [MOBILE2-1707] | PROD_ISS",""
"passed","Thu May 16 21:18:22 UTC 2024","Thu May 16 21:18:28 UTC 2024","6353","","Wallet Home","","","","User successfully redirected to withdraw page when click withdraw idr [MOBILE2-1088] | PROD_ISS",""
"broken","Thu May 16 21:13:26 UTC 2024","Thu May 16 21:14:29 UTC 2024","62936","","Wallet - Staking","","","","User should be able to see total stake [MOBILE2-1474 MOBILE2-2417 MOBILE2-2418 MOBILE2-1484 MOBILE2-2419 MOBILE2-2420] | PROD_ISS",""
"passed","Thu May 16 21:10:58 UTC 2024","Thu May 16 21:11:15 UTC 2024","16592","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit ≥ 100mio with Virtual Account [MOBILE2-1767] | PROD_ISS",""
"passed","Thu May 16 21:14:29 UTC 2024","Thu May 16 21:14:51 UTC 2024","22144","","Wallet - Staking","","","","User successfully redirected to coin stake form when click stake button on coin [MOBILE2-1481 MOBILE2-1486 MOBILE2-1495] | PROD_ISS",""
"passed","Thu May 16 21:09:16 UTC 2024","Thu May 16 21:09:33 UTC 2024","16372","","Wallet Deposit IDR","","","","(VIP-BCA) User successfully submit deposit with Virtual Account [MOBILE2-1765] | PROD_ISS",""
"passed","Thu May 16 21:11:15 UTC 2024","Thu May 16 21:11:33 UTC 2024","18318","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (OVO) and see the status deposit via e-wallet is waiting for payment [MOBILE2-227] | PROD_ISS",""
"passed","Thu May 16 21:12:10 UTC 2024","Thu May 16 21:12:29 UTC 2024","18296","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (SHOPEEPAY) [MOBILE2-232] | PROD_ISS",""
"passed","Thu May 16 21:04:31 UTC 2024","Thu May 16 21:04:59 UTC 2024","27825","","Deeplink Reset Password","","","","User access deeplink reset password | PROD_ISS",""
