"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 14 18:15:03 UTC 2024","Fri Jun 14 18:15:44 UTC 2024","40368","","Wallet - Transaction History - Crypto","","","","User can filter the transaction history Crypto with transaction type Send [MOBILE2-3111] | BETA-V3",""
"passed","Fri Jun 14 19:48:39 UTC 2024","Fri Jun 14 19:49:12 UTC 2024","33056","","Wallet - US Stock Wallet","","","","User should be able to see the other us stock transaction related on transaction history [MOBILE2-2583] | BETA-V3",""
"broken","Fri Jun 14 18:04:28 UTC 2024","Fri Jun 14 18:04:51 UTC 2024","22630","","Wallet - IDR Wallet - Withdraw","","","","User successfully withdraw IDR using Internal Transfer (default toggle receive amount: active and 2FA active) [MOBILE2-2188] | BETA",""
"passed","Fri Jun 14 19:48:09 UTC 2024","Fri Jun 14 19:48:39 UTC 2024","30340","","Wallet - US Stock Wallet","","","","User successfully redirected to transaction history page when click see all [MOBILE2-2586] | BETA-V3",""
"passed","Fri Jun 14 18:23:54 UTC 2024","Fri Jun 14 18:24:25 UTC 2024","31865","","Wallet - Transaction History - General","","","","User can filter the transaction history Balance IDR with transaction type deposit [MOBILE2-2663] | BETA-V3",""
"passed","Fri Jun 14 17:11:29 UTC 2024","Fri Jun 14 17:12:37 UTC 2024","68047","","Wallet - Crypto Wallet","","","","User should be able to see the Receive coin transaction history [MOBILE2-2561] | BETA-V3",""
"broken","Fri Jun 14 16:45:54 UTC 2024","Fri Jun 14 16:47:14 UTC 2024","79431","","Wallet - Crypto Wallet - Send Coin #1","","","","User cant send coin when doesnt have phone number and unverified [MOBILE2-2227] | BETA",""
"passed","Fri Jun 14 17:39:06 UTC 2024","Fri Jun 14 17:40:20 UTC 2024","73462","","Wallet - IDR Wallet - Deposit","","","","User cant deposit IDR by Virtual Account with under minimum amount [MOBILE2-235] | BETA-V3",""
"passed","Fri Jun 14 17:52:29 UTC 2024","Fri Jun 14 17:52:54 UTC 2024","25605","","Wallet - IDR Wallet","","","","User successfully redirected to transaction history IDR page when click see all [MOBILE2-2560] | BETA-V3",""
"broken","Fri Jun 14 17:14:35 UTC 2024","Fri Jun 14 17:15:24 UTC 2024","48747","","Wallet - IDR Wallet - Deposit","","","","(VIP-BCA) User successfully submit deposit with Virtual Account [MOBILE2-1765] | BETA-V3",""
"passed","Fri Jun 14 19:15:39 UTC 2024","Fri Jun 14 19:16:12 UTC 2024","32508","","Wallet - Transaction History - IDR","","","","User can filter the transaction history IDR with transaction type reward [MOBILE2-3040] | BETA-V3",""
"passed","Fri Jun 14 18:43:23 UTC 2024","Fri Jun 14 18:44:29 UTC 2024","65407","","Wallet - Transaction History - General","","","","User can't filter the transaction history Asset Pocket with select date more than 1 year [MOBILE2-3254] | BETA-V3",""
"broken","Fri Jun 14 20:21:07 UTC 2024","Fri Jun 14 20:21:45 UTC 2024","37883","","Wallet Home","","","","User should be able to see Owned asset for US Stock when click US Stock tab [MOBILE2-2546] | BETA-V3",""
"passed","Fri Jun 14 18:12:24 UTC 2024","Fri Jun 14 18:13:13 UTC 2024","48701","","Wallet - Transaction History - Crypto","","","","User can see total filter notification in the icon filter and reset filter transaction history Crypto [MOBILE2-3118 MOBILE2-3120] | BETA-V3",""
"broken","Fri Jun 14 17:20:29 UTC 2024","Fri Jun 14 17:21:21 UTC 2024","52171","","Wallet - IDR Wallet - Deposit","","","","(VIP-MANDIRI) User successfully submit deposit Rp10.000 to 24,999mio with Mandiri VA [MOBILE2-1769] | BETA-V3",""
"passed","Fri Jun 14 19:23:00 UTC 2024","Fri Jun 14 19:23:50 UTC 2024","49995","","Wallet - Transaction History - US Stock","","","","User successfully redirected to Stock transaction detail page [MOBILE2-3129] | BETA-V3",""
"broken","Fri Jun 14 15:31:55 UTC 2024","Fri Jun 14 15:34:55 UTC 2024","180007","","Crypto - Discovery","","","","User can see market movers [MOBILE2-3555] | BETA-V3",""
"passed","Fri Jun 14 18:26:55 UTC 2024","Fri Jun 14 18:27:32 UTC 2024","37268","","Wallet - Transaction History - General","","","","User can filter the transaction history Balance IDR with status failed [MOBILE2-2932] | BETA-V3",""
"passed","Fri Jun 14 15:59:00 UTC 2024","Fri Jun 14 16:00:48 UTC 2024","107736","","Crypto - Trading History","","","","User successfully redirected to order history crypto transaction detail page [MOBILE2-2733] | BETA-V3",""
"broken","Fri Jun 14 20:17:13 UTC 2024","Fri Jun 14 20:17:50 UTC 2024","37276","","Wallet Home","","","","User successfully redirected to portfolio page when click portfolio button [MOBILE2-2541] | BETA-V3",""
"passed","Fri Jun 14 18:07:33 UTC 2024","Fri Jun 14 18:08:07 UTC 2024","33688","","Wallet - Transaction History - Crypto","","","","User can see empty state when no transaction on filter transaction history Crypto [MOBILE2-3107] | BETA-V3",""
"passed","Fri Jun 14 19:53:45 UTC 2024","Fri Jun 14 19:54:33 UTC 2024","47196","","Wallet - USD Wallet - Buy/Sell","","","","User successfully sell USD from entry point wallet [MOBILE2-2619] | BETA-V3",""
"broken","Fri Jun 14 17:19:38 UTC 2024","Fri Jun 14 17:20:29 UTC 2024","51712","","Wallet - IDR Wallet - Deposit","","","","User should be able see the status deposit via Bank Transfer is in process [MOBILE2-176] | BETA",""
"passed","Fri Jun 14 17:42:46 UTC 2024","Fri Jun 14 17:43:48 UTC 2024","61704","","Wallet - IDR Wallet - Transaction Detail","","","","User should be able to see transaction detail of Giveaway [MOBILE2-3304] | BETA-V3",""
"passed","Fri Jun 14 16:59:26 UTC 2024","Fri Jun 14 17:00:25 UTC 2024","59593","","Wallet - Crypto - Transaction Detail","","","","User should be able to see transaction detail of Giveaway [MOBILE2-3331] | BETA-V3",""
"passed","Fri Jun 14 19:25:45 UTC 2024","Fri Jun 14 19:26:29 UTC 2024","43870","","Wallet - Transaction History - US Stock","","","","User can filter the transaction history Stock with status success [MOBILE2-3136] | BETA-V3",""
"passed","Fri Jun 14 17:46:04 UTC 2024","Fri Jun 14 17:47:12 UTC 2024","67298","","Wallet - IDR Wallet - Transaction Detail","","","","User should be able to see transaction detail of Deposit with Internal TF [MOBILE2-3311] | BETA-V3",""
"passed","Fri Jun 14 15:42:16 UTC 2024","Fri Jun 14 15:43:02 UTC 2024","45799","","Crypto - Trading History","","","","User can see a list of all my crypto order history [MOBILE2-2727] | BETA-V3",""
"passed","Fri Jun 14 15:47:44 UTC 2024","Fri Jun 14 15:48:49 UTC 2024","64885","","Crypto - Trading History","","","","User can't filter the order history Crypto with select date more than 1 year [MOBILE2-3262] | BETA-V3",""
"passed","Fri Jun 14 19:24:26 UTC 2024","Fri Jun 14 19:25:05 UTC 2024","39774","","Wallet - Transaction History - US Stock","","","","User can filter the transaction history Stock with transaction type buy [MOBILE2-3133] | BETA-V3",""
"broken","Fri Jun 14 20:19:28 UTC 2024","Fri Jun 14 20:20:31 UTC 2024","62800","","Wallet Home","","","","Users should be able to see empty state when have no assets for US Stock [MOBILE2-2548] | BETA-V3",""
"passed","Fri Jun 14 16:38:29 UTC 2024","Fri Jun 14 16:39:14 UTC 2024","44368","","US Stock - Market","","","","User can adding asset us stock to watchlist [MOBILE2-3626] | BETA-V3",""
"passed","Fri Jun 14 20:24:25 UTC 2024","Fri Jun 14 20:25:08 UTC 2024","42541","","Watchlist","","","","User can reorder by hold and drag watchlist asset crypto page [MOBILE2-3639] | BETA-V3",""
"failed","Fri Jun 14 19:44:27 UTC 2024","Fri Jun 14 19:45:27 UTC 2024","59716","","Wallet - US Stock - Transaction Detail","","","","User should be able to see transaction detail of Limit Buy/Sell Stock status Canceled [MOBILE2-3339] | BETA-V3",""
"broken","Fri Jun 14 20:20:31 UTC 2024","Fri Jun 14 20:21:07 UTC 2024","36433","","Wallet Home","","","","User should be able to see Owned asset for Crypto when click Crypto tab [MOBILE2-2547] | BETA-V3",""
"passed","Fri Jun 14 16:49:46 UTC 2024","Fri Jun 14 16:51:12 UTC 2024","85410","","Wallet - Crypto Wallet - Send Coin #1","","","","User can send coin internal/external with receive full amount [MOBILE2-2288] | BETA-V3",""
"passed","Fri Jun 14 19:34:56 UTC 2024","Fri Jun 14 19:35:38 UTC 2024","41526","","Wallet - Transaction History - USD","","","","User can filter the transaction history USD with transaction type buy [MOBILE2-3078] | BETA-V3",""
"broken","Fri Jun 14 18:01:14 UTC 2024","Fri Jun 14 18:01:37 UTC 2024","22915","","Wallet - IDR Wallet - Withdraw","","","","User can add withdraw method Transfer Bank on Withdraw Method page [MOBILE2-2102] | BETA-V3",""
"passed","Fri Jun 14 19:33:28 UTC 2024","Fri Jun 14 19:34:19 UTC 2024","50967","","Wallet - Transaction History - USD","","","","User successfully redirected to USD transaction detail page [MOBILE2-3074] | BETA-V3",""
"broken","Fri Jun 14 18:02:00 UTC 2024","Fri Jun 14 18:02:35 UTC 2024","34162","","Wallet - IDR Wallet - Withdraw","","","","User unsuccessfully withdraw internal transfer/Bank transfer/Ewallet when input amount is under minimum [MOBILE2-2203] | BETA-V3",""
"passed","Fri Jun 14 15:54:40 UTC 2024","Fri Jun 14 15:56:01 UTC 2024","81233","","Crypto - Trading History","","","","User can unselect filter the pending order history crypto [MOBILE2-3189] | BETA-V3",""
"passed","Fri Jun 14 17:07:32 UTC 2024","Fri Jun 14 17:08:02 UTC 2024","29808","","Wallet - Crypto Wallet","","","","User successfully redirected to transaction history page when click see all [MOBILE2-2563] | BETA-V3",""
"passed","Fri Jun 14 19:04:24 UTC 2024","Fri Jun 14 19:05:51 UTC 2024","87123","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Pending Order Pocket [MOBILE2-3036] | BETA-V3",""
"failed","Fri Jun 14 19:41:09 UTC 2024","Fri Jun 14 19:42:16 UTC 2024","67061","","Wallet - US Stock - Transaction Detail","","","","User should be able to see transaction detail of Limit Buy/Sell Stock status Open Order [MOBILE2-3340] | BETA-V3",""
"broken","Fri Jun 14 19:57:27 UTC 2024","Fri Jun 14 19:59:15 UTC 2024","108052","","Wallet - USD - Transaction Detail","","","","User should be able to see transaction detail of Buy USD [MOBILE2-3315] | BETA-V3",""
"broken","Fri Jun 14 16:24:43 UTC 2024","Fri Jun 14 16:25:47 UTC 2024","63427","","Profile","","","","User successfully redirected to referrals page when click referral program menu [MOBILE2-1131] | BETA-V3",""
"passed","Fri Jun 14 19:34:19 UTC 2024","Fri Jun 14 19:34:56 UTC 2024","37515","","Wallet - Transaction History - USD","","","","User can see empty state when no transaction on filter transaction history USD [MOBILE2-3076] | BETA-V3",""
"passed","Fri Jun 14 16:11:44 UTC 2024","Fri Jun 14 16:11:59 UTC 2024","15097","","Forgot Password","","","","User can not submit forget password when registered by Google [MOBILE2-290] | BETA",""
"passed","Fri Jun 14 18:28:58 UTC 2024","Fri Jun 14 18:29:34 UTC 2024","36003","","Wallet - Transaction History - General","","","","User can filter the transaction history Balance USD with transaction type Buy USD [MOBILE2-2938] | BETA-V3",""
"broken","Fri Jun 14 17:21:21 UTC 2024","Fri Jun 14 17:22:15 UTC 2024","53596","","Wallet - IDR Wallet - Deposit","","","","(VIP-MANDIRI) User successfully submit deposit 25mio to 99,999mio / ≥ 100 mio with Virtual Account [MOBILE2-1712] | BETA-V3",""
"passed","Fri Jun 14 15:56:01 UTC 2024","Fri Jun 14 15:57:35 UTC 2024","93197","","Crypto - Trading History","","","","User can reset filter the order history crypto [MOBILE2-3186] | BETA-V3",""
"broken","Fri Jun 14 18:03:43 UTC 2024","Fri Jun 14 18:04:06 UTC 2024","22588","","Wallet - IDR Wallet - Withdraw","","","","User successfully withdraw IDR using transfer bank (default toggle receive amount: active and 2FA active) [MOBILE2-2184 MOBILE2-2207] | BETA",""
"passed","Fri Jun 14 15:48:49 UTC 2024","Fri Jun 14 15:49:55 UTC 2024","65498","","Crypto - Trading History","","","","User can't filter the pending order Crypto with select date more than 1 year [MOBILE2-3263] | BETA-V3",""
"passed","Fri Jun 14 17:55:27 UTC 2024","Fri Jun 14 17:56:06 UTC 2024","39094","","Wallet - IDR Wallet - Withdraw","","","","User cant withdraw IDR when doesnt have phone number but verified [MOBILE2-2090] | BETA",""
"broken","Fri Jun 14 18:03:09 UTC 2024","Fri Jun 14 18:03:43 UTC 2024","34525","","Wallet - IDR Wallet - Withdraw","","","","User unsuccessfully withdraw internal transfer/Bank transfer/Ewallet when input amount above available balance [MOBILE2-2205] | BETA-V3",""
"passed","Fri Jun 14 20:03:17 UTC 2024","Fri Jun 14 20:03:48 UTC 2024","30249","","Wallet - USD Wallet","","","","User should be able see balance breakdown USD [MOBILE2-2569] | BETA-V3",""
"passed","Fri Jun 14 19:15:04 UTC 2024","Fri Jun 14 19:15:39 UTC 2024","35078","","Wallet - Transaction History - IDR","","","","User can filter the transaction history IDR with transaction type withdraw [MOBILE2-3039] | BETA-V3",""
"passed","Fri Jun 14 19:55:29 UTC 2024","Fri Jun 14 19:56:02 UTC 2024","32846","","Wallet - USD Wallet - Buy/Sell","","","","User unsuccessfully sell when input amount above available balance [MOBILE2-2622] | BETA-V3",""
"failed","Fri Jun 14 19:42:16 UTC 2024","Fri Jun 14 19:43:28 UTC 2024","71619","","Wallet - US Stock - Transaction Detail","","","","User should be able to see transaction detail of Market Buy/Sell Stock status Success [MOBILE2-3334] | BETA-V3",""
"passed","Fri Jun 14 16:54:19 UTC 2024","Fri Jun 14 16:55:47 UTC 2024","88433","","Wallet - Crypto - Transaction Detail","","","","User should be able to see transaction detail of Buy Crypto status Success [MOBILE2-3320] | BETA-V3",""
