"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jun 05 20:04:22 UTC 2024","Wed Jun 05 20:05:16 UTC 2024","53681","","Profile - Setup Withdrawal Account","","","","User cant set wd account when havent add phone number and unverified [MOBILE2-2115] | PROD_NGT",""
"broken","Wed Jun 05 20:29:06 UTC 2024","Wed Jun 05 20:30:14 UTC 2024","68333","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant send coin internal without input destination tag / memo id [MOBILE2-2524] | PROD_NGT",""
"broken","Wed Jun 05 19:38:32 UTC 2024","Wed Jun 05 19:39:06 UTC 2024","33483","","Home Non-login","","","","User can skip welcome screen [MOBILE2-1381] | PROD_NGT",""
"broken","Wed Jun 05 19:42:42 UTC 2024","Wed Jun 05 19:43:39 UTC 2024","57345","","Home","","","","User successfully redirected to referral page when click referral entrypoint on homecircle [MOBILE2-1534] | PROD_NGT",""
"broken","Wed Jun 05 20:18:37 UTC 2024","Wed Jun 05 20:19:37 UTC 2024","59780","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant send coin when list of coins that have coin balance status disable [MOBILE2-2236] | PROD_NGT",""
"broken","Wed Jun 05 20:14:43 UTC 2024","Wed Jun 05 20:15:40 UTC 2024","57518","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin when input amount coin above the available coin balance [MOBILE2-2282] | PROD_NGT",""
"broken","Wed Jun 05 19:59:33 UTC 2024","Wed Jun 05 20:00:31 UTC 2024","58560","","Profile - Phone Number","","","","User unsuccesfully add a phone number if phone number has been registered [MOBILE2-1751] | PROD_NGT",""
"broken","Wed Jun 05 20:35:37 UTC 2024","Wed Jun 05 20:36:36 UTC 2024","58502","","Wallet Home","","","","Unverified user can not see asset summary section [MOBILE2-2630] | PROD_NGT",""
"broken","Wed Jun 05 20:23:44 UTC 2024","Wed Jun 05 20:24:46 UTC 2024","62437","","Wallet - Crypto Wallet - Send Coin #2","","","","User can cancel delete address withdraw internal transfer from edit address book [MOBILE2-2246] | PROD_NGT",""
"broken","Wed Jun 05 20:30:14 UTC 2024","Wed Jun 05 20:31:23 UTC 2024","69119","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant submit send coin internal/external when input own address [MOBILE2-2249] | PROD_NGT",""
"broken","Wed Jun 05 20:27:59 UTC 2024","Wed Jun 05 20:29:06 UTC 2024","66638","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin internal/external when input wrong 2FA/Email code [MOBILE2-2280] | PROD_NGT",""
"broken","Wed Jun 05 19:56:44 UTC 2024","Wed Jun 05 19:57:38 UTC 2024","53785","","Profile - Phone Number","","","","User succesfully add and delete a phone number [MOBILE2-129 MOBILE2-1172 MOBILE2-2353] | PROD_NGT",""
"broken","Wed Jun 05 20:25:49 UTC 2024","Wed Jun 05 20:26:54 UTC 2024","64534","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin internal/external when input wrong OTP/Email code [MOBILE2-2275] | PROD_NGT",""
"broken","Wed Jun 05 19:49:06 UTC 2024","Wed Jun 05 19:50:01 UTC 2024","54618","","Profile - Change Password","","","","User cant change password if it doesnt meet all validation password [MOBILE2-1198] | PROD_NGT",""
"broken","Wed Jun 05 20:32:32 UTC 2024","Wed Jun 05 20:33:43 UTC 2024","70347","","Wallet - Crypto Wallet - Send Coin #2","","","","User can add new address to send coin internal/external with destination tag / memo id [MOBILE2-2525] | PROD_NGT",""
"broken","Wed Jun 05 20:12:52 UTC 2024","Wed Jun 05 20:13:46 UTC 2024","53561","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin when input amount coin is under minimum [MOBILE2-2277] | PROD_NGT",""
"broken","Wed Jun 05 19:54:12 UTC 2024","Wed Jun 05 19:55:05 UTC 2024","53232","","Profile - My Account","","","","User can see detail information account (Verified Account) [MOBILE2-1054] | PROD_NGT",""
"broken","Wed Jun 05 20:15:40 UTC 2024","Wed Jun 05 20:16:39 UTC 2024","58282","","Wallet - Crypto Wallet - Send Coin #2","","","","User can see list of coins that have coin balance [MOBILE2-2219] | PROD_NGT",""
"broken","Wed Jun 05 20:07:10 UTC 2024","Wed Jun 05 20:08:08 UTC 2024","57657","","Profile - Setup Withdrawal Account","","","","User successfully save and delete e-wallet number [MOBILE2-1164 MOBILE2-1179] | PROD_NGT",""
"passed","Wed Jun 05 19:46:20 UTC 2024","Wed Jun 05 19:46:36 UTC 2024","16480","","Forgot Password","","","","User successfully submit forget/reset password [MOBILE2-310] | PROD_NGT",""
"broken","Wed Jun 05 19:50:01 UTC 2024","Wed Jun 05 19:50:58 UTC 2024","57291","","Profile - Change Password","","","","User cant change password if old password wrong [MOBILE2-1207] | PROD_NGT",""
"broken","Wed Jun 05 20:11:59 UTC 2024","Wed Jun 05 20:12:52 UTC 2024","53222","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant send coin when have phone number but unverified [MOBILE2-2226] | PROD_NGT",""
"passed","Wed Jun 05 19:46:36 UTC 2024","Wed Jun 05 19:46:55 UTC 2024","18652","","Forgot Password","","","","User should be able to see the suspend page if they submit a forgot password to an e-mail that is being suspended [MOBILE2-1652] | PROD_NGT",""
"broken","Wed Jun 05 20:19:37 UTC 2024","Wed Jun 05 20:20:37 UTC 2024","59792","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant submit send coin internal/external when input invalid address [MOBILE2-2247] | PROD_NGT",""
"broken","Wed Jun 05 19:44:37 UTC 2024","Wed Jun 05 19:45:37 UTC 2024","59341","","Home","","","","User can successfully redirected to the Info & Promo webview page when click “See all” CTA and click a banner [MOBILE2-349 MOBILE2-350] | PROD_NGT",""
"broken","Wed Jun 05 19:50:58 UTC 2024","Wed Jun 05 19:51:56 UTC 2024","57716","","Profile - Change Password","","","","User successfully change and create new password (using 2FA) [MOBILE2-2357] | PROD_NGT",""
"passed","Wed Jun 05 20:09:47 UTC 2024","Wed Jun 05 20:09:59 UTC 2024","11864","","Sign Up","","","","User can click sign up [MOBILE2-1379] | PROD_NGT",""
"broken","Wed Jun 05 19:57:38 UTC 2024","Wed Jun 05 19:58:35 UTC 2024","57180","","Profile - Phone Number","","","","User successfully add phone number use a number with another country code [MOBILE2-128] | PROD_NGT",""
"broken","Wed Jun 05 19:40:48 UTC 2024","Wed Jun 05 19:41:45 UTC 2024","56471","","Home","","","","User successfully redirected to staking page when click staking entrypoint on homecircle [MOBILE2-1532] | PROD_NGT",""
"broken","Wed Jun 05 19:52:35 UTC 2024","Wed Jun 05 19:53:28 UTC 2024","53613","","Profile - Google Authenticator","","","","User successfully deactivated and activated google authenticator [MOBILE2-1186 MOBILE2-1187] | PROD_NGT",""
"broken","Wed Jun 05 19:39:54 UTC 2024","Wed Jun 05 19:40:48 UTC 2024","53769","","Home","","","","Users successfully redirected to market page when click ""See All"" [MOBILE2-332 MOBILE2-1529] | PROD_NGT",""
"broken","Wed Jun 05 20:21:39 UTC 2024","Wed Jun 05 20:22:41 UTC 2024","62044","","Wallet - Crypto Wallet - Send Coin #2","","","","Label address auto detected when input address manual without checklist save address [MOBILE2-2252] | PROD_NGT",""
"broken","Wed Jun 05 20:22:41 UTC 2024","Wed Jun 05 20:23:44 UTC 2024","63225","","Wallet - Crypto Wallet - Send Coin #2","","","","User can save address when submit send coin internal/external [MOBILE2-2239] | PROD_NGT",""
"broken","Wed Jun 05 19:43:39 UTC 2024","Wed Jun 05 19:44:37 UTC 2024","58157","","Home","","","","User successfully redirected to live chat web view when click live chat entrypoint on homecircle [MOBILE2-1535] | PROD_NGT",""
"broken","Wed Jun 05 19:55:05 UTC 2024","Wed Jun 05 19:56:02 UTC 2024","56807","","Profile - My Account","","","","User successfully redirected to live chat web view page when click live chat here link [MOBILE2-1137] | PROD_NGT",""
"passed","Wed Jun 05 19:47:33 UTC 2024","Wed Jun 05 19:47:50 UTC 2024","16650","","Login","","","","User successfully sign in using email and password (non-2FA) [MOBILE2-1380 MOBILE2-279] | PROD_NGT",""
"passed","Wed Jun 05 20:09:59 UTC 2024","Wed Jun 05 20:10:18 UTC 2024","19684","","Sign Up","","","","User can not sign up if email invalid [MOBILE2-16] | PROD_NGT",""
"broken","Wed Jun 05 19:41:45 UTC 2024","Wed Jun 05 19:42:42 UTC 2024","57066","","Home","","","","User successfully redirected to rekuiz page when click rekuiz entrypoint on homecircle [MOBILE2-1533] | PROD_NGT",""
