"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 30 21:13:15 UTC 2024","Tue Apr 30 21:14:08 UTC 2024","52183","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit ≥ 100mio with Transfer Bank [MOBILE2-1766] | PROD_ISS",""
"passed","Tue Apr 30 21:14:08 UTC 2024","Tue Apr 30 21:14:26 UTC 2024","18741","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit ≥ 100mio with Virtual Account [MOBILE2-1767] | PROD_ISS",""
"broken","Tue Apr 30 21:05:51 UTC 2024","Tue Apr 30 21:08:51 UTC 2024","180016","","Market - Price Alert","","","","User successfully set price alert [MOBILE2-2633] | PROD_ISS",""
"passed","Tue Apr 30 21:20:23 UTC 2024","Tue Apr 30 21:21:08 UTC 2024","45223","","Wallet Home","","","","User successfully redirected to transaction history page when click history icon [MOBILE2-649] | PROD_ISS",""
"passed","Tue Apr 30 21:21:08 UTC 2024","Tue Apr 30 21:21:16 UTC 2024","7818","","Wallet Home","","","","User successfully redirected to total IDR balance when click balance [MOBILE2-1075 MOBILE2-1080 MOBILE2-1579 MOBILE2-2337] | PROD_ISS",""
"passed","Tue Apr 30 21:16:53 UTC 2024","Tue Apr 30 21:17:54 UTC 2024","61565","","Wallet - Staking","","","","User should be able to see total stake [MOBILE2-1474 MOBILE2-2417 MOBILE2-2418 MOBILE2-1484 MOBILE2-2419 MOBILE2-2420] | PROD_ISS",""
"broken","Tue Apr 30 21:17:54 UTC 2024","Tue Apr 30 21:18:33 UTC 2024","38822","","Wallet - Staking","","","","User successfully redirected to coin stake form when click stake button on coin [MOBILE2-1481 MOBILE2-1486 MOBILE2-1495] | PROD_ISS",""
"passed","Tue Apr 30 21:10:11 UTC 2024","Tue Apr 30 21:11:48 UTC 2024","97513","","Wallet Deposit IDR","","","","(VIP-BCA) User successfully submit deposit with Transfer Bank and see the status deposit via Bank Transfer is waiting for payment [MOBILE2-1705 MOBILE2-175] | PROD_ISS",""
"passed","Tue Apr 30 21:22:15 UTC 2024","Tue Apr 30 21:22:24 UTC 2024","8985","","Wallet Home","","","","User successfully redirected to idr transaction history page when click history icon [MOBILE2-1585] | PROD_ISS",""
"passed","Tue Apr 30 21:04:20 UTC 2024","Tue Apr 30 21:04:48 UTC 2024","27882","","Deeplink Reset Password","","","","User access deeplink reset password | PROD_ISS",""
"passed","Tue Apr 30 21:14:46 UTC 2024","Tue Apr 30 21:15:06 UTC 2024","19746","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (DANA) [MOBILE2-228 MOBILE2-183] | PROD_ISS",""
"passed","Tue Apr 30 21:21:16 UTC 2024","Tue Apr 30 21:22:04 UTC 2024","47686","","Wallet Home","","","","User should be able to see open order balance [MOBILE2-1583] | PROD_ISS",""
"passed","Tue Apr 30 21:15:06 UTC 2024","Tue Apr 30 21:15:25 UTC 2024","19704","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (LINKAJA) [MOBILE2-231] | PROD_ISS",""
"passed","Tue Apr 30 21:15:25 UTC 2024","Tue Apr 30 21:15:46 UTC 2024","20322","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (SHOPEEPAY) [MOBILE2-232] | PROD_ISS",""
"passed","Tue Apr 30 21:22:04 UTC 2024","Tue Apr 30 21:22:09 UTC 2024","5493","","Wallet Home","","","","User successfully redirected to transfer from page when click deposit idr [MOBILE2-1087] | PROD_ISS",""
"passed","Tue Apr 30 21:22:09 UTC 2024","Tue Apr 30 21:22:15 UTC 2024","6228","","Wallet Home","","","","User successfully redirected to withdraw page when click withdraw idr [MOBILE2-1088] | PROD_ISS",""
"passed","Tue Apr 30 21:12:06 UTC 2024","Tue Apr 30 21:13:15 UTC 2024","69234","","Wallet Deposit IDR","","","","(Non-VIP BCA) User successfully submit deposit Rp10.000 to 49,999mio with BSS VA [MOBILE2-1707] | PROD_ISS",""
"passed","Tue Apr 30 21:19:15 UTC 2024","Tue Apr 30 21:19:35 UTC 2024","19769","","Wallet - Staking","","","","User should be able to see the rewards distribution when have a staked coin and past the reward payout period [MOBILE2-1510] | PROD_ISS",""
"passed","Tue Apr 30 21:11:48 UTC 2024","Tue Apr 30 21:12:06 UTC 2024","17743","","Wallet Deposit IDR","","","","(VIP-BCA) User successfully submit deposit with Virtual Account [MOBILE2-1765] | PROD_ISS",""
"broken","Tue Apr 30 21:18:33 UTC 2024","Tue Apr 30 21:19:15 UTC 2024","41627","","Wallet - Staking","","","","User shoud be able see total stake at coin detail page [MOBILE2-1509 MOBILE2-1497 MOBILE2-1504 MOBILE2-1505] | PROD_ISS",""
"passed","Tue Apr 30 21:14:26 UTC 2024","Tue Apr 30 21:14:46 UTC 2024","19533","","Wallet Deposit IDR","","","","User successfully deposit IDR by E-Wallet (OVO) and see the status deposit via e-wallet is waiting for payment [MOBILE2-227] | PROD_ISS",""
