"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 16 18:04:32 UTC 2024","Thu May 16 18:05:29 UTC 2024","56762","","Wallet - US Stock - Transaction Detail","","","","User should be able to see transaction detail of Market Buy/Sell Stock status Canceled [MOBILE2-3336] | BETA-V3",""
"passed","Thu May 16 18:55:08 UTC 2024","Thu May 16 18:55:38 UTC 2024","30130","","Watchlist","","","","User can see watchlist asset crypto page [MOBILE2-3613] | BETA-V3",""
"passed","Thu May 16 14:39:57 UTC 2024","Thu May 16 14:41:41 UTC 2024","103530","","Login","","","","User successfully sign in using 2FA [MOBILE2-283] | BETA-V3",""
"passed","Thu May 16 16:49:08 UTC 2024","Thu May 16 16:49:49 UTC 2024","40756","","Wallet - Transaction History - General","","","","User can see empty state when no transaction on filter transaction history pending order [MOBILE2-2657] | BETA-V3",""
"broken","Thu May 16 15:10:28 UTC 2024","Thu May 16 15:11:13 UTC 2024","45374","","Wallet - Crypto Wallet - Receive Coin","","","","User successfully receive coins from external [MOBILE2-1622] | BETA-V3",""
"passed","Thu May 16 15:13:41 UTC 2024","Thu May 16 15:14:40 UTC 2024","59201","","Wallet - Crypto Wallet - Send Coin #1","","","","User cant send coin when doesnt have phone number and unverified [MOBILE2-2227] | BETA",""
"passed","Thu May 16 17:06:11 UTC 2024","Thu May 16 17:07:07 UTC 2024","55745","","Wallet - Transaction History - General","","","","User can't filter the transaction history Asset US Stock with select date more than 1 year [MOBILE2-3253] | BETA-V3",""
"broken","Thu May 16 18:56:11 UTC 2024","Thu May 16 18:57:09 UTC 2024","58272","","Watchlist","","","","Ensure default 3 coin at watchlist when first open app [MOBILE2-3610] | BETA-V3",""
"passed","Thu May 16 18:30:06 UTC 2024","Thu May 16 18:30:39 UTC 2024","32765","","Wallet - USD Wallet","","","","User successfully redirected to transaction history USD page when click see all [MOBILE2-2571] | BETA-V3",""
"broken","Thu May 16 14:02:51 UTC 2024","Thu May 16 14:03:07 UTC 2024","16486","","Crypto - Discovery","","","","User successfully redirected to discover crypto page [MOBILE2-3615] | BETA-V3",""
"passed","Thu May 16 18:24:04 UTC 2024","Thu May 16 18:25:31 UTC 2024","86756","","Wallet - USD - Transaction Detail","","","","User should be able to see transaction detail of Buy USD [MOBILE2-3315] | BETA-V3",""
"passed","Thu May 16 14:08:02 UTC 2024","Thu May 16 14:08:51 UTC 2024","49504","","Crypto - Market","","","","User can't search asset crypto when the coin isn't in the list [MOBILE2-3588] | BETA-V3",""
"passed","Thu May 16 16:47:29 UTC 2024","Thu May 16 16:47:54 UTC 2024","25274","","Wallet - Transaction History - General","","","","User can see empty state when no transaction history pending order [MOBILE2-2652] | BETA-V3",""
"passed","Thu May 16 14:33:52 UTC 2024","Thu May 16 14:35:29 UTC 2024","97617","","Home","","","","Users successfully redirected to market page when click ""See All"" [MOBILE2-332 MOBILE2-1529] | BETA-V3",""
"passed","Thu May 16 15:59:35 UTC 2024","Thu May 16 16:00:29 UTC 2024","54755","","Wallet - IDR Wallet - Deposit","","","","User successfully see IDR Deposit Address and QR Code for Internal Transfer [MOBILE2-224] | BETA-V3",""
"passed","Thu May 16 18:07:08 UTC 2024","Thu May 16 18:08:07 UTC 2024","59698","","Wallet - US Stock Wallet","","","","User should be able see empty state on USS Card page when no transaction state [MOBILE2-2589] | BETA-V3",""
"passed","Thu May 16 17:44:47 UTC 2024","Thu May 16 17:45:23 UTC 2024","36195","","Wallet - Transaction History - US Stock","","","","User can filter the transaction history Stock with transaction type buy [MOBILE2-3133] | BETA-V3",""
"passed","Thu May 16 16:42:10 UTC 2024","Thu May 16 16:42:48 UTC 2024","38268","","Wallet - Transaction History - Crypto","","","","User can filter the transaction history Crypto with transaction type Send [MOBILE2-3111] | BETA-V3",""
"passed","Thu May 16 16:18:22 UTC 2024","Thu May 16 16:19:22 UTC 2024","60291","","Wallet - IDR Wallet - Transaction Detail","","","","User should be able to see transaction detail of Withdraw with Internal Transfer [MOBILE2-3314] | BETA-V3",""
"broken","Thu May 16 14:12:16 UTC 2024","Thu May 16 14:13:13 UTC 2024","57321","","Crypto - Trading History","","","","User can see a list of all my crypto order history [MOBILE2-2727] | BETA-V3",""
"passed","Thu May 16 15:48:09 UTC 2024","Thu May 16 15:49:00 UTC 2024","50667","","Wallet - IDR Wallet - Deposit","","","","(VIP-MANDIRI) User successfully submit deposit Rp10.000 to 24,999mio with Mandiri VA [MOBILE2-1769] | BETA-V3",""
"passed","Thu May 16 15:58:39 UTC 2024","Thu May 16 15:59:35 UTC 2024","55578","","Wallet - IDR Wallet - Deposit","","","","User cant deposit IDR when doesnt have phone number but verified [MOBILE2-198] | BETA",""
"passed","Thu May 16 16:20:04 UTC 2024","Thu May 16 16:20:51 UTC 2024","46685","","Wallet - IDR Wallet","","","","User should be able see total balance IDR owned [MOBILE2-2551] | BETA-V3",""
"passed","Thu May 16 18:35:46 UTC 2024","Thu May 16 18:36:26 UTC 2024","40559","","Wallet - USD Wallet - Yield","","","","User should be able to see total yield earned on transaction history [MOBILE2-3357] | BETA-V3",""
"passed","Thu May 16 15:16:13 UTC 2024","Thu May 16 15:18:09 UTC 2024","116315","","Wallet - Crypto Wallet - Send Coin #1","","","","User successfully send coin internal (2FA active) [MOBILE2-2267] | BETA-V3",""
"broken","Thu May 16 15:09:16 UTC 2024","Thu May 16 15:10:28 UTC 2024","71655","","Wallet - Crypto Wallet - Receive Coin","","","","User successfully receive coins from Internal [MOBILE2-1621] | BETA-V3",""
"broken","Thu May 16 18:05:29 UTC 2024","Thu May 16 18:06:25 UTC 2024","56593","","Wallet - US Stock - Transaction Detail","","","","User should be able to see transaction detail of Limit Buy/Sell Stock status Canceled [MOBILE2-3339] | BETA-V3",""
"passed","Thu May 16 16:05:31 UTC 2024","Thu May 16 16:06:37 UTC 2024","66180","","Wallet - IDR Wallet - Deposit","","","","User cant deposit IDR by bank transfer with under minimum amount [MOBILE2-233] | BETA-V3",""
"broken","Thu May 16 14:20:44 UTC 2024","Thu May 16 14:21:57 UTC 2024","73162","","Crypto - Trading History","","","","User can filter the order history Crypto with select multiple transaction type and status [MOBILE2-2740] | BETA-V3",""
"broken","Thu May 16 16:30:05 UTC 2024","Thu May 16 16:30:40 UTC 2024","34283","","Wallet - IDR Wallet - Withdraw","","","","User unsuccessfully withdraw internal transfer/Bank transfer/Ewallet when input amount above available balance [MOBILE2-2205] | BETA-V3",""
"passed","Thu May 16 14:51:51 UTC 2024","Thu May 16 14:52:26 UTC 2024","35734","","Profile","","","","User successfully redirected to security page when click security menu [MOBILE2-1050] | BETA-V3",""
"broken","Thu May 16 14:18:27 UTC 2024","Thu May 16 14:19:34 UTC 2024","66953","","Crypto - Trading History","","","","User can't filter the order history Crypto with select date more than 1 year [MOBILE2-3262] | BETA-V3",""
"passed","Thu May 16 16:06:37 UTC 2024","Thu May 16 16:07:45 UTC 2024","67807","","Wallet - IDR Wallet - Deposit","","","","User cant deposit IDR by Virtual Account with under minimum amount [MOBILE2-235] | BETA-V3",""
"passed","Thu May 16 17:11:44 UTC 2024","Thu May 16 17:12:51 UTC 2024","67385","","Wallet - Transaction History - General","","","","User can see total filter notification in the icon filter and reset filter transaction history tab Balance [MOBILE2-3023 MOBILE2-2767] | BETA-V3",""
"passed","Thu May 16 15:18:09 UTC 2024","Thu May 16 15:19:42 UTC 2024","92637","","Wallet - Crypto Wallet - Send Coin #1","","","","User can send coin internal/external with receive full amount [MOBILE2-2288] | BETA-V3",""
"broken","Thu May 16 16:28:15 UTC 2024","Thu May 16 16:28:34 UTC 2024","18349","","Wallet - IDR Wallet - Withdraw","","","","User can add withdraw method Transfer Bank on Withdraw Method page [MOBILE2-2102] | BETA-V3",""
"passed","Thu May 16 18:55:38 UTC 2024","Thu May 16 18:56:11 UTC 2024","33417","","Watchlist","","","","User can see watchlist asset stocks page [MOBILE2-3638] | BETA-V3",""
"passed","Thu May 16 15:42:29 UTC 2024","Thu May 16 15:43:35 UTC 2024","65418","","Wallet - IDR Wallet - Deposit","","","","(Non-VIP BCA) User successfully submit deposit Rp10.000 to 49,999mio with BSS VA [MOBILE2-1707] | BETA-V3",""
"passed","Thu May 16 15:27:22 UTC 2024","Thu May 16 15:28:14 UTC 2024","51730","","Wallet - Crypto - Transaction Detail","","","","User should be able to see transaction detail of Giveaway [MOBILE2-3331] | BETA-V3",""
"passed","Thu May 16 14:36:55 UTC 2024","Thu May 16 14:37:24 UTC 2024","28371","","Home","","","","User successfully redirected to live chat web view when click live chat entrypoint on homecircle [MOBILE2-1535] | BETA-V3",""
"passed","Thu May 16 14:50:42 UTC 2024","Thu May 16 14:51:16 UTC 2024","34058","","Profile","","","","User successfully redirected to mission page when click mission menu [MOBILE2-1672] | BETA-V3",""
"passed","Thu May 16 18:00:32 UTC 2024","Thu May 16 18:01:28 UTC 2024","55647","","Wallet - Transaction History - USD","","","","User can unselect filter the transaction history USD [MOBILE2-3089] | BETA-V3",""
"broken","Thu May 16 14:09:35 UTC 2024","Thu May 16 14:12:16 UTC 2024","160825","","Crypto - Trading History","","","","User can see entry point crypto order history at Pro-buy/sell form [MOBILE2-2726] | BETA-V3",""
"broken","Thu May 16 15:19:42 UTC 2024","Thu May 16 15:20:42 UTC 2024","60673","","Wallet - Crypto Wallet - Send Coin #1","","","","User can send coin internal/external with not receive full amount [MOBILE2-2290] | BETA-V3",""
"broken","Thu May 16 14:03:07 UTC 2024","Thu May 16 14:03:23 UTC 2024","15538","","Crypto - Discovery","","","","User can see staking entry point [MOBILE2-3552] | BETA-V3",""
"broken","Thu May 16 14:28:39 UTC 2024","Thu May 16 14:30:06 UTC 2024","87011","","Crypto - Trading History","","","","User can reset filter the pending order history crypto [MOBILE2-3190] | BETA-V3",""
