"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu May 09 19:29:56 UTC 2024","Thu May 09 19:30:25 UTC 2024","28990","","Wallet Home","","","","User successfully redirected to transaction history page when click history icon [MOBILE2-2538 MOBILE2-2646] | PROD_NGT",""
"broken","Thu May 09 19:03:41 UTC 2024","Thu May 09 19:04:04 UTC 2024","23082","","Wallet - IDR Wallet - Deposit","","","","(Non-VIP BCA) User successfully submit deposit ≥ 100mio with Virtual Account [MOBILE2-1767] | PROD_NGT",""
"broken","Thu May 09 19:05:47 UTC 2024","Thu May 09 19:06:10 UTC 2024","22826","","Wallet - IDR Wallet - Deposit","","","","(Non-VIP MANDIRI) User successfully submit deposit ≥ 100mio with Virtual Account [MOBILE2-1773] | PROD_NGT",""
"broken","Thu May 09 18:13:06 UTC 2024","Thu May 09 18:14:13 UTC 2024","66837","","Home","","","","User successfully redirected to live chat web view when click live chat entrypoint on homecircle [MOBILE2-1535] | PROD_NGT",""
"broken","Thu May 09 18:59:54 UTC 2024","Thu May 09 19:00:00 UTC 2024","6298","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin internal/external when input wrong OTP/Email code [MOBILE2-2275] | PROD_NGT",""
"broken","Thu May 09 18:19:23 UTC 2024","Thu May 09 18:20:27 UTC 2024","63430","","Profile - Change Password","","","","User cant change password if it doesnt meet all validation password [MOBILE2-1198] | PROD_NGT",""
"broken","Thu May 09 19:06:33 UTC 2024","Thu May 09 19:07:02 UTC 2024","29192","","Wallet - IDR Wallet - Deposit","","","","(VIP) User successfully submit deposit with virtual account except BCA/Mandiri [MOBILE2-1777] | PROD_NGT",""
"broken","Thu May 09 19:18:44 UTC 2024","Thu May 09 19:18:50 UTC 2024","6478","","Wallet - IDR Wallet - Withdraw","","","","User unsuccessfully withdraw internal transfer with saving an address previously saved address [MOBILE2-2216] | PROD_NGT",""
"broken","Thu May 09 19:00:13 UTC 2024","Thu May 09 19:00:20 UTC 2024","7128","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant send coin internal without input destination tag / memo id [MOBILE2-2524] | PROD_NGT",""
"broken","Thu May 09 19:23:57 UTC 2024","Thu May 09 19:24:26 UTC 2024","28830","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Asset US Stock [MOBILE2-3032] | PROD_NGT",""
"broken","Thu May 09 18:46:33 UTC 2024","Thu May 09 18:46:56 UTC 2024","22945","","Profile - Setup Withdrawal Account","","","","User should not be able to add same bank and account number [MOBILE2-1157] | PROD_NGT",""
"broken","Thu May 09 19:05:24 UTC 2024","Thu May 09 19:05:47 UTC 2024","22934","","Wallet - IDR Wallet - Deposit","","","","(Non-VIP MANDIRI) User successfully submit deposit 25mio to 49,999mio with BSS VA [MOBILE2-1770] | PROD_NGT",""
"broken","Thu May 09 19:33:24 UTC 2024","Thu May 09 19:33:53 UTC 2024","29339","","Wallet Home","","","","User should be able to see Owned asset for Crypto when click Crypto tab [MOBILE2-2547] | PROD_NGT",""
"broken","Thu May 09 19:22:59 UTC 2024","Thu May 09 19:23:29 UTC 2024","29295","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Balance USD [MOBILE2-3028] | PROD_NGT",""
"broken","Thu May 09 19:21:34 UTC 2024","Thu May 09 19:22:02 UTC 2024","28439","","Wallet - Transaction History - General","","","","User can see total filter notification in the icon filter and reset filter transaction history tab Asset [MOBILE2-3024 MOBILE2-2766] | PROD_NGT",""
"broken","Thu May 09 18:34:51 UTC 2024","Thu May 09 18:35:55 UTC 2024","63371","","Profile","","","","User should be able to see name and user ID on header [MOBILE2-1119] | PROD_NGT",""
"broken","Thu May 09 18:27:59 UTC 2024","Thu May 09 18:29:03 UTC 2024","63769","","Profile - Phone Number","","","","User succesfully add and delete a phone number [MOBILE2-129 MOBILE2-1172 MOBILE2-2353] | PROD_NGT",""
"broken","Thu May 09 18:11:59 UTC 2024","Thu May 09 18:13:06 UTC 2024","66597","","Home","","","","User successfully redirected to referral page when click referral entrypoint on homecircle [MOBILE2-1534] | PROD_NGT",""
"broken","Thu May 09 18:58:47 UTC 2024","Thu May 09 18:58:49 UTC 2024","2134","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin when input amount coin above the available coin balance [MOBILE2-2282] | PROD_NGT",""
"broken","Thu May 09 19:10:12 UTC 2024","Thu May 09 19:10:35 UTC 2024","23458","","Wallet - IDR Wallet - Deposit","","","","User cant deposit IDR by Virtual Account with under minimum amount [MOBILE2-235] | PROD_NGT",""
"broken","Thu May 09 19:21:05 UTC 2024","Thu May 09 19:21:34 UTC 2024","28405","","Wallet - Transaction History - General","","","","User can see total filter notification in the icon filter and reset filter transaction history tab Balance [MOBILE2-3023 MOBILE2-2767] | PROD_NGT",""
"broken","Thu May 09 19:00:27 UTC 2024","Thu May 09 19:00:33 UTC 2024","6270","","Wallet - Crypto Wallet - Send Coin #2","","","","User cant add new address to send coin internal/external without destination tag / memo id [MOBILE2-2526] | PROD_NGT",""
"broken","Thu May 09 19:08:11 UTC 2024","Thu May 09 19:08:34 UTC 2024","22919","","Wallet - IDR Wallet - Deposit","","","","User successfully deposit IDR by E-Wallet (DANA) [MOBILE2-228 MOBILE2-183] | PROD_NGT",""
"passed","Thu May 09 18:48:36 UTC 2024","Thu May 09 18:48:56 UTC 2024","19145","","Sign Up","","","","User can not sign up if email invalid [MOBILE2-16] | PROD_NGT",""
"broken","Thu May 09 19:04:04 UTC 2024","Thu May 09 19:04:33 UTC 2024","28380","","Wallet - IDR Wallet - Deposit","","","","(VIP-MANDIRI) User successfully submit deposit Rp10.000 to 24,999mio with Mandiri VA [MOBILE2-1769] | PROD_NGT",""
"broken","Thu May 09 19:19:09 UTC 2024","Thu May 09 19:19:16 UTC 2024","6294","","Wallet - IDR Wallet - Withdraw","","","","User unsuccessfully withdraw Bank transfer/Ewallet/Internal Transfer when input amount above the maximum withdraw [MOBILE2-2204] | PROD_NGT",""
"broken","Thu May 09 18:17:25 UTC 2024","Thu May 09 18:18:06 UTC 2024","40705","","Login","","","","User successfully sign in using 2FA [MOBILE2-283] | PROD_NGT",""
"passed","Thu May 09 18:48:25 UTC 2024","Thu May 09 18:48:36 UTC 2024","11846","","Sign Up","","","","User can click sign up [MOBILE2-1379] | PROD_NGT",""
"broken","Thu May 09 19:11:52 UTC 2024","Thu May 09 19:12:53 UTC 2024","60183","","Wallet - IDR Wallet","","","","User should be able see balance breakdown IDR [MOBILE2-2552] | PROD_NGT",""
"broken","Thu May 09 19:00:33 UTC 2024","Thu May 09 19:00:39 UTC 2024","6342","","Wallet - Crypto Wallet - Send Coin #2","","","","User can add new address to send coin internal/external with destination tag / memo id [MOBILE2-2525] | PROD_NGT",""
"passed","Thu May 09 18:44:44 UTC 2024","Thu May 09 18:45:24 UTC 2024","40311","","Profile - Setup Withdrawal Account","","","","User cant set wd account when havent add phone number and unverified [MOBILE2-2115] | PROD_NGT",""
"broken","Thu May 09 18:31:16 UTC 2024","Thu May 09 18:32:24 UTC 2024","67683","","Profile - Phone Number","","","","User unsuccesfully add a phone number if phone number has been registered [MOBILE2-1751] | PROD_NGT",""
"passed","Thu May 09 19:27:34 UTC 2024","Thu May 09 19:27:55 UTC 2024","20907","","Wallet Home","","","","User unsuccessfully access wallet page before login and can not see asset summary section [MOBILE2-2533 MOBILE2-2831] | PROD_NGT",""
"broken","Thu May 09 19:24:26 UTC 2024","Thu May 09 19:24:55 UTC 2024","28720","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Asset Pocket [MOBILE2-3033] | PROD_NGT",""
"broken","Thu May 09 18:26:11 UTC 2024","Thu May 09 18:27:17 UTC 2024","66394","","Profile - My Account","","","","User successfully redirected to live chat web view page when click live chat here link [MOBILE2-1137] | PROD_NGT",""
"broken","Thu May 09 18:25:07 UTC 2024","Thu May 09 18:26:11 UTC 2024","63485","","Profile - My Account","","","","User can see detail information account (Verified Account) [MOBILE2-1054] | PROD_NGT",""
"broken","Thu May 09 18:42:05 UTC 2024","Thu May 09 18:43:12 UTC 2024","67629","","Profile","","","","User successfully redirected to referrals page when click referral program menu [MOBILE2-1131] | PROD_NGT",""
"broken","Thu May 09 18:30:09 UTC 2024","Thu May 09 18:31:16 UTC 2024","66558","","Profile - Phone Number","","","","User successfully add phone number using old phone number [MOBILE2-130] | PROD_NGT",""
"passed","Thu May 09 18:48:56 UTC 2024","Thu May 09 18:49:30 UTC 2024","34543","","Sign Up","","","","User can not sign up if it doesnt meet all validation password [MOBILE2-15] | PROD_NGT",""
"broken","Thu May 09 19:10:35 UTC 2024","Thu May 09 19:11:04 UTC 2024","28854","","Wallet - IDR Wallet - Deposit","","","","User cant deposit by E-Wallet (DANA) with above the maximum deposit limit [MOBILE2-242] | PROD_NGT",""
"broken","Thu May 09 19:28:44 UTC 2024","Thu May 09 19:29:56 UTC 2024","72034","","Wallet Home","","","","User successfully access wallet page from Wallet Navigation Bar [MOBILE2-2532 MOBILE2-2539 MOBILE2-2540] | PROD_NGT",""
"broken","Thu May 09 18:39:38 UTC 2024","Thu May 09 18:40:58 UTC 2024","79362","","Profile","","","","User successfully redirected to live chat web view page when click live chat menu [MOBILE2-1051] | PROD_NGT",""
"broken","Thu May 09 18:58:46 UTC 2024","Thu May 09 18:58:47 UTC 2024","1416","","Wallet - Crypto Wallet - Send Coin #2","","","","User unsuccessfully send coin when input amount coin above the maximum quantity to send [MOBILE2-2281] | PROD_NGT",""
"broken","Thu May 09 19:30:54 UTC 2024","Thu May 09 19:31:22 UTC 2024","28637","","Wallet Home","","","","User successfully redirected to portfolio page when click portfolio button [MOBILE2-2541] | PROD_NGT",""
"broken","Thu May 09 19:06:10 UTC 2024","Thu May 09 19:06:33 UTC 2024","22856","","Wallet - IDR Wallet - Deposit","","","","(Non-VIP) User successfully submit deposit with virtual account except BCA/Mandiri [MOBILE2-1774] | PROD_NGT",""
"passed","Thu May 09 18:18:06 UTC 2024","Thu May 09 18:18:25 UTC 2024","18558","","Login","","","","User successfully sign in using email and password (non-2FA) [MOBILE2-1380 MOBILE2-279] | PROD_NGT",""
"broken","Thu May 09 18:20:27 UTC 2024","Thu May 09 18:21:33 UTC 2024","66687","","Profile - Change Password","","","","User cant change password if old password wrong [MOBILE2-1207] | PROD_NGT",""
"broken","Thu May 09 19:09:43 UTC 2024","Thu May 09 19:10:12 UTC 2024","29016","","Wallet - IDR Wallet - Deposit","","","","User cant deposit IDR by bank transfer with under minimum amount [MOBILE2-233] | PROD_NGT",""
"passed","Thu May 09 18:33:09 UTC 2024","Thu May 09 18:34:07 UTC 2024","58144","","Profile - PIN","","","","User can setup PIN for security at reku account [MOBILE2-1211] | PROD_NGT",""
