"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jun 05 15:36:06 UTC 2024","Wed Jun 05 15:37:05 UTC 2024","58890","","Wallet - Crypto Wallet","","","","User successfully redirected to Receive page when click Receive [MOBILE2-2576] | BETA-V3",""
"broken","Wed Jun 05 14:42:13 UTC 2024","Wed Jun 05 14:43:03 UTC 2024","50086","","Login","","","","User successfully sign in using 2FA [MOBILE2-283] | BETA-V3",""
"broken","Wed Jun 05 16:12:36 UTC 2024","Wed Jun 05 16:13:34 UTC 2024","57351","","Wallet - IDR Wallet - Transaction Detail","","","","User should be able to see transaction detail of Deposit with Ewallet [MOBILE2-3310] | BETA-V3",""
"broken","Wed Jun 05 19:13:16 UTC 2024","Wed Jun 05 19:14:10 UTC 2024","54260","","Wallet - USD Wallet - Yield","","","","User should be able to see total yield earned on USD Card page [MOBILE2-3348] | BETA-V3",""
"broken","Wed Jun 05 15:35:07 UTC 2024","Wed Jun 05 15:36:06 UTC 2024","59479","","Wallet - Crypto Wallet","","","","User successfully redirected to Send page when click Send [MOBILE2-2575] | BETA-V3",""
"broken","Wed Jun 05 17:30:49 UTC 2024","Wed Jun 05 17:32:06 UTC 2024","77521","","Wallet - Transaction History - General","","","","User can filter the transaction history Asset US Stock with transaction type Sell [MOBILE2-2964] | BETA-V3",""
"broken","Wed Jun 05 17:53:23 UTC 2024","Wed Jun 05 17:55:02 UTC 2024","99185","","Wallet - Transaction History - General","","","","User can unselect filter the transaction history Asset Pocket [MOBILE2-3033] | BETA-V3",""
"broken","Wed Jun 05 15:01:34 UTC 2024","Wed Jun 05 15:02:32 UTC 2024","58760","","US Stock - Discovery","","","","User can see Calendar Event [MOBILE2-3565] | BETA-V3",""
"broken","Wed Jun 05 17:11:01 UTC 2024","Wed Jun 05 17:12:02 UTC 2024","61719","","Wallet - Transaction History - General","","","","User can filter the transaction history Balance IDR with status in process [MOBILE2-2931] | BETA-V3",""
"broken","Wed Jun 05 18:56:37 UTC 2024","Wed Jun 05 18:57:34 UTC 2024","56863","","Wallet - USD Wallet - Buy/Sell","","","","User successfully buy USD from entry point USD page [MOBILE2-2591] | BETA-V3",""
"passed","Wed Jun 05 14:36:51 UTC 2024","Wed Jun 05 14:37:14 UTC 2024","23259","","KYC - Bappebti","","","","User can't verification phone number if number under 5 digits [MOBILE2-2500] | BETA",""
"broken","Wed Jun 05 14:03:42 UTC 2024","Wed Jun 05 14:04:40 UTC 2024","57863","","Crypto - Discovery","","","","User can see staking entry point [MOBILE2-3552] | BETA-V3",""
"broken","Wed Jun 05 16:55:06 UTC 2024","Wed Jun 05 16:56:10 UTC 2024","64294","","Wallet - Transaction History - Crypto","","","","User can filter the transaction history Crypto with transaction type Send [MOBILE2-3111] | BETA-V3",""
"broken","Wed Jun 05 18:35:22 UTC 2024","Wed Jun 05 18:36:20 UTC 2024","57610","","Wallet - Transaction History - USD","","","","User can filter the transaction history USD with transaction type buy [MOBILE2-3078] | BETA-V3",""
"broken","Wed Jun 05 16:59:50 UTC 2024","Wed Jun 05 17:00:46 UTC 2024","55598","","Wallet - Transaction History - General","","","","User can see empty state when no transaction history balance in last 1 year [MOBILE2-3221] | BETA-V3",""
